species,beak_type,plumage_color,eye_color,habitat,feeding_type,body_size,Unnamed: 7,рост,семейство,вид,тип_клюва,цвет_оперения,цвет_глаз,среда_обитания,размер_тела,скорость,длина_клюва
Снегирь,Короткий и крепкий,Красный,Черный,Леса,Травоядный,167.0,,,Ястребиные,,Конусообразный,Коричневый,Желтый ,Скалы ,105.0,,
Золотой фазан,Короткий и крепкий,Золотой,Желтый,Горные районы,Травоядный,617.0,,,Утиные,,,"Зеленый, серый ",Красный ,"Водоемы, болота ",78.0,35.0,22.0
Белый лебедь,Плоский,Белый,Черный,Водоёмы,Травоядный,1430.0,,,,,,,,,,,
Снегирь,Короткий и крепкий,Красный,Черный,Леса,Травоядный,170.0,,,Ястребиные,,Конусообразный,Коричневый,Желтый ,Скалы ,105.0,,
Синяя сойка,Крюкообразный,Синий,Серый,Леса,Всеядный,270.0,,,,,,,,,,,
Снегирь,Короткий и крепкий,Красный,Черный,Леса,Травоядный,157.0,,,Ястребиные,,Конусообразный,Коричневый,Желтый ,Скалы ,105.0,,
Пестрый дятел,Долотообразный,Чёрно-белый,Красный,Леса,Насекомоядный,189.0,,,,,,,,,,,
Белый лебедь,Плоский,Белый,Черный,Водоёмы,Травоядный,1312.0,,,,,,,,,,,
Изумрудный колибри,Длинный и тонкий,Зеленый,Черный,Тропические леса,Нектароядный,86.0,,55.0,Ястребиные,Красный кардинал,Конусообразный,"Желтый, черный ",Черный ,Лес ,42.0,0.0,11.0
Красный кардинал,Короткий и крепкий,Красный,Коричневый,Леса,Всеядный,213.0,,,Утиные,,,Коричневый,Желтый ,Скалы ,18.0,117.0,1.0
Белый лебедь,Плоский,Белый,Черный,Водоёмы,Травоядный,1276.0,,,,,,,,,,,
Изумрудный колибри,Длинный и тонкий,Зеленый,Черный,Тропические леса,Нектароядный,88.0,,55.0,Ястребиные,Красный кардинал,Конусообразный,"Желтый, черный ",Черный ,Лес ,42.0,0.0,11.0
Черный дрозд,Короткий и крепкий,Чёрный,Коричневый,Леса,Всеядный,248.0,,,Врановые,,,Коричневый,Красный ,,,,
Красный кардинал,Короткий и крепкий,Красный,Коричневый,Леса,Всеядный,206.0,,,Утиные,,,Коричневый,Желтый ,Скалы ,18.0,117.0,1.0
Черный дрозд,Короткий и крепкий,Чёрный,Коричневый,Леса,Всеядный,249.0,,,Врановые,,,Коричневый,Красный ,,,,
Пестрый дятел,Долотообразный,Чёрно-белый,Красный,Леса,Насекомоядный,180.0,,,,,,,,,,,
Пестрый дятел,Долотообразный,Чёрно-белый,Красный,Леса,Насекомоядный,195.0,,,,,,,,,,,
Черный дрозд,Короткий и крепкий,Чёрный,Коричневый,Леса,Всеядный,236.0,,,Врановые,,,Коричневый,Красный ,,,,
Синяя сойка,Крюкообразный,Синий,Серый,Леса,Всеядный,263.0,,,,,,,,,,,
Белый лебедь,Плоский,Белый,Черный,Водоёмы,Травоядный,1412.0,,,,,,,,,,,
Изумрудный колибри,Длинный и тонкий,Зеленый,Черный,Тропические леса,Нектароядный,86.0,,55.0,Ястребиные,Красный кардинал,Конусообразный,"Желтый, черный ",Черный ,Лес ,42.0,0.0,11.0
Красный кардинал,Короткий и крепкий,Красный,Коричневый,Леса,Всеядный,208.0,,,Утиные,,,Коричневый,Желтый ,Скалы ,18.0,117.0,1.0
Золотой фазан,Короткий и крепкий,Золотой,Желтый,Горные районы,Травоядный,605.0,,,Утиные,,,"Зеленый, серый ",Красный ,"Водоемы, болота ",78.0,35.0,22.0
Белый лебедь,Плоский,Белый,Черный,Водоёмы,Травоядный,1438.0,,,,,,,,,,,
Снегирь,Короткий и крепкий,Красный,Черный,Леса,Травоядный,162.0,,,Ястребиные,,Конусообразный,Коричневый,Желтый ,Скалы ,105.0,,
Изумрудный колибри,Длинный и тонкий,Зеленый,Черный,Тропические леса,Нектароядный,92.0,,55.0,Ястребиные,Красный кардинал,Конусообразный,"Желтый, черный ",Черный ,Лес ,42.0,0.0,11.0
Черный дрозд,Короткий и крепкий,Чёрный,Коричневый,Леса,Всеядный,249.0,,,Врановые,,,Коричневый,Красный ,,,,
Снегирь,Короткий и крепкий,Красный,Черный,Леса,Травоядный,167.0,,,Ястребиные,,Конусообразный,Коричневый,Желтый ,Скалы ,105.0,,
Пестрый дятел,Долотообразный,Чёрно-белый,Красный,Леса,Насекомоядный,188.0,,,,,,,,,,,
Золотой фазан,Короткий и крепкий,Золотой,Желтый,Горные районы,Травоядный,626.0,,,Утиные,,,"Зеленый, серый ",Красный ,"Водоемы, болота ",78.0,35.0,22.0
Пестрый дятел,Долотообразный,Чёрно-белый,Красный,Леса,Насекомоядный,184.0,,,,,,,,,,,
Черный дрозд,Короткий и крепкий,Чёрный,Коричневый,Леса,Всеядный,250.0,,,Врановые,,,Коричневый,Красный ,,,,
Золотой фазан,Короткий и крепкий,Золотой,Желтый,Горные районы,Травоядный,607.0,,,Утиные,,,"Зеленый, серый ",Красный ,"Водоемы, болота ",78.0,35.0,22.0
Красный кардинал,Короткий и крепкий,Красный,Коричневый,Леса,Всеядный,216.0,,,Утиные,,,Коричневый,Желтый ,Скалы ,18.0,117.0,1.0
Снегирь,Короткий и крепкий,Красный,Черный,Леса,Травоядный,152.0,,,Ястребиные,,Конусообразный,Коричневый,Желтый ,Скалы ,105.0,,
Синяя сойка,Крюкообразный,Синий,Серый,Леса,Всеядный,257.0,,,,,,,,,,,
Красный кардинал,Короткий и крепкий,Красный,Коричневый,Леса,Всеядный,210.0,,,Утиные,,,Коричневый,Желтый ,Скалы ,18.0,117.0,1.0
Изумрудный колибри,Длинный и тонкий,Зеленый,Черный,Тропические леса,Нектароядный,91.0,,55.0,Ястребиные,Красный кардинал,Конусообразный,"Желтый, черный ",Черный ,Лес ,42.0,0.0,11.0
Снегирь,Короткий и крепкий,Красный,Черный,Леса,Травоядный,152.0,,,Ястребиные,,Конусообразный,Коричневый,Желтый ,Скалы ,105.0,,
Изумрудный колибри,Длинный и тонкий,Зеленый,Черный,Тропические леса,Нектароядный,96.0,,55.0,Ястребиные,Красный кардинал,Конусообразный,"Желтый, черный ",Черный ,Лес ,42.0,0.0,11.0
